target,source,total_gdppct,net_gdppct,total_mdollars,net_mdollars
Honduras,Spain,0.0090,0.0089,206.88,203.66
Honduras,Mexico,0.0027,0.0026,61.59,59.35
Honduras,Nicaragua,0.0022,0.0018,50.30,41.52
Honduras,El Salvador,0.0021,0.0015,48.80,33.61
Honduras,Canada,0.0016,0.0016,37.86,37.61
Honduras,Guatemala,0.0015,0.0006,33.44,14.27
Honduras,Belize,0.0008,0.0008,19.49,19.22
Honduras,Costa Rica,0.0008,0.0007,18.57,16.24
Honduras,Cayman Islands,0.0007,0.0007,15.72,15.72
Honduras,Italy,0.0005,0.0005,11.62,11.04
Honduras,Panama,0.0003,0.0002,6.53,5.57
Honduras,Germany,0.0002,0.0002,4.81,3.96
Honduras,Puerto Rico,0.0002,0.0002,3.96,3.96
Honduras,Switzerland,0.0002,0.0002,3.91,3.74
Honduras,France,0.0001,0.0001,3.35,2.02
Honduras,Ecuador,0.0001,0.0001,3.04,2.37
Honduras,Netherlands,0.0001,0.0001,2.90,2.80
Honduras,Dominican Republic,0.0001,0.0001,2.80,2.43
Honduras,Sweden,0.0001,0.0001,2.36,2.19
Honduras,Australia,0.0001,0.0001,1.76,1.73
Honduras,Colombia,0.0001,0.0000,1.59,0.34
Honduras,Chile,0.0001,0.0001,1.54,1.50
Honduras,Argentina,0.0001,0.0001,1.41,1.32
Honduras,"Venezuela, RB",0.0001,0.0000,1.17,1.14
Honduras,Jamaica,0.0000,0.0000,1.03,1.00
Honduras,Peru,0.0000,0.0000,0.89,0.39
Honduras,Bolivia,0.0000,0.0000,0.83,0.69
Honduras,Denmark,0.0000,0.0000,0.82,0.76
Honduras,Norway,0.0000,0.0000,0.80,0.78
Honduras,Austria,0.0000,0.0000,0.62,0.55
Honduras,Brazil,0.0000,0.0000,0.60,0.37
Honduras,Finland,0.0000,0.0000,0.32,0.29
Honduras,Uruguay,0.0000,0.0000,0.22,0.20
Honduras,Ireland,0.0000,0.0000,0.21,0.21
Honduras,Iceland,0.0000,0.0000,0.20,0.20
Honduras,Greece,0.0000,0.0000,0.18,0.17
Honduras,Cuba,0.0000,0.0000,0.17,0.17
Honduras,"Bahamas, The",0.0000,0.0000,0.17,0.17
Honduras,Czech Republic,0.0000,0.0000,0.16,0.16
Honduras,Paraguay,0.0000,0.0000,0.16,0.14
Honduras,Russian Federation,0.0000,0.0000,0.11,0.10
Honduras,Philippines,0.0000,0.0000,0.09,0.09
Honduras,Portugal,0.0000,0.0000,0.08,0.07
Honduras,Hungary,0.0000,0.0000,0.06,0.06
Honduras,Aruba,0.0000,0.0000,0.06,0.06
Honduras,Slovenia,0.0000,0.0000,0.05,0.05
Honduras,Bermuda,0.0000,0.0000,0.05,0.05
Honduras,Poland,0.0000,0.0000,0.04,0.03
Honduras,Antigua and Barbuda,0.0000,0.0000,0.04,0.04
Honduras,Romania,0.0000,0.0000,0.03,0.03
Honduras,Cyprus,0.0000,0.0000,0.03,0.03
Honduras,Turkey,0.0000,0.0000,0.03,0.02
Honduras,Jordan,0.0000,0.0000,0.02,-0.10
Honduras,Kenya,0.0000,0.0000,0.02,0.02
Honduras,Slovak Republic,0.0000,0.0000,0.01,0.01
Honduras,Bulgaria,0.0000,0.0000,0.01,0.01
Honduras,Malta,0.0000,0.0000,0.01,0.01
Honduras,Estonia,0.0000,0.0000,0.01,0.01
Honduras,St. Kitts and Nevis,0.0000,0.0000,0.01,0.01
Honduras,"Egypt, Arab Rep.",0.0000,0.0000,0.00,0.00
Honduras,Dominica,0.0000,0.0000,0.00,0.00
Honduras,Ukraine,0.0000,0.0000,0.00,0.00
Liberia,WORLD,0.1766,0.1255,580.23,412.30
Liberia,United States,0.1065,0.1062,350.05,349.06
Liberia,Guinea,0.0291,0.0279,95.63,91.62
Liberia,Nigeria,0.0073,-0.0168,23.86,-55.06
Liberia,Ghana,0.0070,0.0021,23.13,6.85
Liberia,Sierra Leone,0.0056,0.0052,18.30,17.07
Liberia,Australia,0.0038,0.0038,12.54,12.54
Liberia,Germany,0.0037,0.0036,12.06,11.86
Liberia,Netherlands,0.0025,0.0025,8.27,8.25
Liberia,Italy,0.0024,0.0024,7.89,7.85
Liberia,Canada,0.0019,0.0019,6.12,6.11
Liberia,Norway,0.0013,0.0013,4.36,4.36
Liberia,Sweden,0.0011,0.0010,3.77,3.30
Liberia,France,0.0008,0.0007,2.63,2.43
Liberia,Spain,0.0008,0.0007,2.57,2.45
Liberia,Switzerland,0.0006,0.0006,2.05,2.02
Liberia,Ireland,0.0003,0.0003,1.10,1.10
Liberia,Austria,0.0003,0.0003,1.07,1.07
Liberia,South Africa,0.0003,0.0003,0.98,0.98
Liberia,Guinea-Bissau,0.0002,0.0002,0.73,0.65
Liberia,Denmark,0.0002,0.0002,0.69,0.69
Liberia,Mali,0.0002,-0.0004,0.59,-1.36
Liberia,Finland,0.0001,0.0001,0.44,0.44
Liberia,China,0.0001,0.0001,0.24,0.24
Liberia,Hungary,0.0000,0.0000,0.10,0.10
Liberia,Argentina,0.0000,0.0000,0.10,0.10
Liberia,"Egypt, Arab Rep.",0.0000,0.0000,0.10,0.10
Liberia,Portugal,0.0000,0.0000,0.09,0.09
Liberia,Czech Republic,0.0000,0.0000,0.08,0.08
Liberia,Brazil,0.0000,0.0000,0.07,0.07
Liberia,Kenya,0.0000,0.0000,0.07,0.07
Liberia,Ecuador,0.0000,0.0000,0.06,0.06
Liberia,Turkey,0.0000,0.0000,0.05,0.05
Liberia,Swaziland,0.0000,0.0000,0.05,0.05
Liberia,Faeroe Islands,0.0000,0.0000,0.05,0.05
Liberia,Costa Rica,0.0000,0.0000,0.03,0.03
Liberia,Colombia,0.0000,0.0000,0.03,0.03
Liberia,Ukraine,0.0000,0.0000,0.03,0.03
Liberia,Malta,0.0000,0.0000,0.03,0.03
Liberia,Greece,0.0000,0.0000,0.02,0.02
Liberia,Russian Federation,0.0000,0.0000,0.02,0.02
Liberia,Cameroon,0.0000,0.0000,0.02,0.02
Liberia,Slovenia,0.0000,0.0000,0.02,0.02
Liberia,Chile,0.0000,0.0000,0.02,0.02
Liberia,Panama,0.0000,0.0000,0.01,0.01
Liberia,Bulgaria,0.0000,0.0000,0.01,0.01
Liberia,Peru,0.0000,0.0000,0.01,0.01
Liberia,Mexico,0.0000,0.0000,0.01,0.01
Liberia,Slovak Republic,0.0000,0.0000,0.01,0.01
Liberia,Iceland,0.0000,0.0000,0.01,0.01
Liberia,Dominican Republic,0.0000,0.0000,0.01,0.01
Liberia,Togo,0.0000,-0.0001,0.01,-0.24
Liberia,Luxembourg,0.0000,0.0000,0.01,0.01
Liberia,Philippines,0.0000,0.0000,0.00,0.00
Liberia,Jordan,0.0000,0.0000,0.00,0.00
Liberia,Thailand,0.0000,0.0000,0.00,0.00
Liberia,Bolivia,0.0000,0.0000,0.00,0.00
Liberia,Romania,0.0000,0.0000,0.00,0.00
Liberia,Nicaragua,0.0000,0.0000,0.00,0.00
French Polynesia,WORLD,0.1709,-0.0144,589.28,-49.51
French Polynesia,United States,0.1092,0.1089,376.41,375.37
French Polynesia,Australia,0.0179,0.0179,61.88,61.55
French Polynesia,New Caledonia,0.0168,-0.0755,58.02,-260.14
French Polynesia,Solomon Islands,0.0163,0.0163,56.32,56.32
French Polynesia,Canada,0.0055,0.0054,18.94,18.79
French Polynesia,Greece,0.0016,0.0016,5.54,5.54
French Polynesia,Kenya,0.0009,0.0009,3.23,3.23
French Polynesia,Netherlands,0.0007,0.0007,2.40,2.40
French Polynesia,Ukraine,0.0005,0.0005,1.69,1.69
French Polynesia,Chile,0.0004,0.0004,1.23,1.23
French Polynesia,Norway,0.0003,0.0003,1.14,1.14
French Polynesia,Poland,0.0002,0.0002,0.77,0.77
French Polynesia,Mexico,0.0001,0.0001,0.46,0.46
French Polynesia,Uruguay,0.0001,0.0001,0.31,0.31
French Polynesia,Colombia,0.0001,0.0001,0.31,0.31
French Polynesia,Ireland,0.0000,0.0000,0.16,0.16
French Polynesia,Vanuatu,0.0000,-0.0001,0.15,-0.41
French Polynesia,Turkey,0.0000,0.0000,0.15,0.15
French Polynesia,Slovak Republic,0.0000,0.0000,0.15,0.15
Jamaica,WORLD,0.1706,0.1677,2521.82,2479.45
Jamaica,United States,0.1218,0.1205,1800.44,1780.93
Jamaica,United Kingdom,0.0215,0.0211,318.14,312.15
Jamaica,Canada,0.0213,0.0212,314.59,312.64
Jamaica,Cayman Islands,0.0021,0.0021,30.65,30.65
Jamaica,"Bahamas, The",0.0008,0.0008,11.20,11.20
Jamaica,Antigua and Barbuda,0.0005,0.0005,7.54,7.42
Jamaica,Sint Maarten (Dutch part),0.0003,0.0003,4.77,4.77
Jamaica,Germany,0.0003,0.0003,3.79,3.79
Jamaica,Bermuda,0.0002,0.0002,3.53,3.53
Jamaica,Curacao,0.0002,0.0002,2.59,2.59
Jamaica,Australia,0.0002,0.0002,2.43,2.43
Jamaica,France,0.0001,0.0001,2.09,2.09
Jamaica,Netherlands,0.0001,0.0001,2.03,2.03
Jamaica,Switzerland,0.0001,0.0001,1.90,1.90
Jamaica,Barbados,0.0001,0.0001,1.55,0.77
Jamaica,Aruba,0.0001,0.0001,1.46,1.46
Jamaica,Belize,0.0001,0.0001,1.26,1.25
Jamaica,Panama,0.0001,0.0001,1.15,0.78
Jamaica,Dominican Republic,0.0001,0.0001,1.06,1.06
Jamaica,Virgin Islands (U.S.),0.0001,0.0001,0.99,0.99
Jamaica,Italy,0.0001,0.0001,0.81,0.81
Jamaica,Sweden,0.0001,0.0001,0.74,0.74
Jamaica,Cuba,0.0000,0.0000,0.58,0.58
Jamaica,Ireland,0.0000,0.0000,0.57,0.57
Jamaica,Guyana,0.0000,0.0000,0.51,0.51
Jamaica,Austria,0.0000,0.0000,0.46,0.46
Jamaica,Norway,0.0000,0.0000,0.40,0.40
Jamaica,Denmark,0.0000,0.0000,0.39,0.39
Jamaica,St. Kitts and Nevis,0.0000,0.0000,0.38,0.32
Jamaica,St. Vincent and the Grenadines,0.0000,0.0000,0.34,0.15
Jamaica,St. Lucia,0.0000,0.0000,0.32,0.07
Jamaica,Grenada,0.0000,0.0000,0.31,0.31
Jamaica,Costa Rica,0.0000,0.0000,0.28,-0.28
Jamaica,Mexico,0.0000,0.0000,0.27,0.27
Jamaica,Brazil,0.0000,0.0000,0.26,0.26
Jamaica,China,0.0000,0.0000,0.25,0.25
Jamaica,South Africa,0.0000,0.0000,0.24,0.24
Jamaica,Dominica,0.0000,0.0000,0.21,0.07
Jamaica,Finland,0.0000,0.0000,0.15,0.15
Jamaica,"Venezuela, RB",0.0000,0.0000,0.15,0.15
Jamaica,Puerto Rico,0.0000,0.0000,0.11,0.11
Jamaica,Colombia,0.0000,0.0000,0.11,0.11
Jamaica,Ecuador,0.0000,0.0000,0.10,0.10
Jamaica,Turkey,0.0000,0.0000,0.06,0.06
Jamaica,Hungary,0.0000,0.0000,0.06,0.06
Jamaica,Portugal,0.0000,0.0000,0.06,0.06
Jamaica,Chile,0.0000,0.0000,0.05,0.05
Jamaica,Argentina,0.0000,0.0000,0.05,0.05
Jamaica,Slovenia,0.0000,0.0000,0.04,0.04
Jamaica,Iceland,0.0000,0.0000,0.04,0.04
Jamaica,Nicaragua,0.0000,0.0000,0.04,-0.28
Jamaica,Cyprus,0.0000,0.0000,0.04,0.04
Jamaica,Kenya,0.0000,0.0000,0.03,0.03
Jamaica,Russian Federation,0.0000,0.0000,0.03,0.03
Jamaica,Honduras,0.0000,-0.0001,0.03,-1.00
Jamaica,Slovak Republic,0.0000,0.0000,0.03,0.03
Jamaica,Czech Republic,0.0000,0.0000,0.02,0.02
Jamaica,Guatemala,0.0000,-0.0002,0.02,-2.67
Jamaica,El Salvador,0.0000,0.0000,0.02,-0.46
Jamaica,Malta,0.0000,0.0000,0.02,0.02
Jamaica,Peru,0.0000,0.0000,0.01,0.01
Jamaica,Romania,0.0000,0.0000,0.01,0.01
Jamaica,Bulgaria,0.0000,0.0000,0.01,0.01
Jamaica,Bolivia,0.0000,0.0000,0.01,0.01
Jamaica,Poland,0.0000,0.0000,0.01,0.01
Jamaica,Estonia,0.0000,0.0000,0.00,0.00
Jamaica,Greece,0.0000,0.0000,0.00,0.00
Jamaica,Uruguay,0.0000,0.0000,0.00,0.00
Jamaica,Paraguay,0.0000,0.0000,0.00,0.00
Jamaica,Luxembourg,0.0000,0.0000,0.00,0.00
Jamaica,Jordan,0.0000,0.0000,0.00,0.00
Jamaica,Ukraine,0.0000,0.0000,0.00,0.00
Samoa,WORLD,0.1699,0.1576,142.85,132.52
Samoa,New Zealand,0.0772,0.0755,64.93,63.47
Samoa,American Samoa,0.0389,0.0389,32.71,32.71
Samoa,Australia,0.0317,0.0258,26.63,21.70
Samoa,United States,0.0212,0.0182,17.79,15.32
Samoa,Tonga,0.0003,0.0002,0.29,0.14
Samoa,Canada,0.0002,0.0002,0.14,0.13
Samoa,Italy,0.0001,0.0001,0.06,0.06
Samoa,Ireland,0.0001,0.0001,0.04,0.04
Samoa,Sweden,0.0000,0.0000,0.04,0.04
Samoa,Netherlands,0.0000,0.0000,0.03,0.03
Samoa,Turkey,0.0000,0.0000,0.03,0.03
Samoa,Denmark,0.0000,0.0000,0.03,0.03
Samoa,France,0.0000,-0.0002,0.02,-0.13
Samoa,Switzerland,0.0000,0.0000,0.02,0.02
Samoa,Malta,0.0000,0.0000,0.01,0.01
Samoa,Bulgaria,0.0000,0.0000,0.01,0.01
Samoa,Colombia,0.0000,0.0000,0.01,0.01
Samoa,Kenya,0.0000,0.0000,0.01,0.01
Samoa,Austria,0.0000,0.0000,0.01,0.01
Samoa,Czech Republic,0.0000,0.0000,0.00,0.00
Samoa,Tuvalu,0.0000,-0.0001,0.00,-0.08
Samoa,Cuba,0.0000,0.0000,0.00,0.00
Samoa,Norway,0.0000,0.0000,0.00,0.00
Samoa,Finland,0.0000,0.0000,0.00,0.00
Samoa,Vanuatu,0.0000,0.0000,0.00,-0.02
Samoa,Portugal,0.0000,0.0000,0.00,0.00
Samoa,Russian Federation,0.0000,0.0000,0.00,0.00
Samoa,Panama,0.0000,0.0000,0.00,0.00
Samoa,Greece,0.0000,0.0000,0.00,0.00
Samoa,Peru,0.0000,0.0000,0.00,0.00
Samoa,Slovak Republic,0.0000,0.0000,0.00,0.00
Samoa,Argentina,0.0000,0.0000,0.00,0.00
Samoa,"Egypt, Arab Rep.",0.0000,0.0000,0.00,0.00
Lesotho,WORLD,0.1609,0.1602,414.91,413.16
Lesotho,South Africa,0.1548,0.1544,399.16,398.14
Lesotho,Mozambique,0.0030,0.0030,7.70,7.70
Lesotho,Botswana,0.0016,0.0016,4.04,4.03
Lesotho,United States,0.0005,0.0004,1.23,1.09
Lesotho,Malaysia,0.0003,0.0003,0.66,0.66
Lesotho,Tanzania,0.0001,0.0001,0.27,0.24
Lesotho,Netherlands,0.0001,0.0001,0.25,0.25
Lesotho,Australia,0.0001,0.0001,0.24,0.24
Lesotho,Canada,0.0001,0.0001,0.21,0.21
Lesotho,Swaziland,0.0001,0.0001,0.20,0.17
Lesotho,Switzerland,0.0001,0.0001,0.18,0.18
Lesotho,Ireland,0.0001,0.0001,0.14,0.14
Lesotho,Kenya,0.0000,0.0000,0.13,0.13
Lesotho,France,0.0000,0.0000,0.11,0.11
Lesotho,Sweden,0.0000,0.0000,0.09,0.09
Lesotho,Denmark,0.0000,0.0000,0.09,0.09
Lesotho,Italy,0.0000,0.0000,0.05,0.05
Lesotho,Malta,0.0000,0.0000,0.03,0.03
Lesotho,Norway,0.0000,0.0000,0.02,0.02
Lesotho,Turkey,0.0000,0.0000,0.02,0.02
Lesotho,Chile,0.0000,0.0000,0.02,0.02
Lesotho,Russian Federation,0.0000,0.0000,0.01,0.01
Lesotho,Hungary,0.0000,0.0000,0.01,0.01
Lesotho,"Egypt, Arab Rep.",0.0000,0.0000,0.01,0.01
Lesotho,Austria,0.0000,0.0000,0.01,0.01
Lesotho,Czech Republic,0.0000,0.0000,0.00,0.00
Lesotho,Portugal,0.0000,0.0000,0.00,0.00
Lesotho,Slovak Republic,0.0000,0.0000,0.00,0.00
Lesotho,Bermuda,0.0000,0.0000,0.00,0.00
Lesotho,Aruba,0.0000,0.0000,0.00,0.00
Lesotho,Colombia,0.0000,0.0000,0.00,0.00
Kosovo,WORLD,0.1539,0.1539,1114.85,1114.85
Kosovo,Germany,0.0536,0.0536,388.61,388.61
Kosovo,Switzerland,0.0428,0.0428,310.17,310.17
Kosovo,Italy,0.0118,0.0118,85.70,85.70
Kosovo,Austria,0.0097,0.0097,70.03,70.03
Kosovo,Slovenia,0.0092,0.0092,66.84,66.84
Kosovo,United States,0.0073,0.0073,52.68,52.68
Kosovo,Sweden,0.0048,0.0048,34.43,34.43
Kosovo,France,0.0046,0.0046,33.33,33.33
Kosovo,United Kingdom,0.0040,0.0040,28.69,28.69
Kosovo,Belgium,0.0035,0.0035,25.68,25.68
Kosovo,Norway,0.0026,0.0026,18.68,18.68
Lebanon,WORLD,0.1485,0.1267,7954.72,6787.45
Lebanon,Saudi Arabia,0.0303,0.0303,1624.23,1622.64
Lebanon,United States,0.0241,0.0241,1291.71,1289.95
Lebanon,Australia,0.0178,0.0178,951.64,951.64
Lebanon,Germany,0.0164,0.0164,878.36,877.42
Lebanon,Canada,0.0159,0.0159,852.93,852.93
Lebanon,France,0.0086,0.0085,458.68,457.05
Lebanon,United Arab Emirates,0.0050,0.0050,266.18,266.18
Lebanon,Sweden,0.0047,0.0047,251.25,251.25
Lebanon,United Kingdom,0.0032,0.0032,172.19,171.97
Lebanon,Denmark,0.0024,0.0024,127.03,127.03
Lebanon,Brazil,0.0020,0.0020,106.07,106.07
Lebanon,Libya,0.0017,0.0017,92.99,92.99
Lebanon,Kuwait,0.0013,0.0013,69.46,69.46
Lebanon,Italy,0.0013,0.0013,67.37,67.37
Lebanon,Switzerland,0.0012,0.0012,63.29,63.29
Lebanon,Qatar,0.0012,0.0012,62.02,62.02
Lebanon,"Venezuela, RB",0.0010,0.0010,52.82,52.82
Lebanon,"Egypt, Arab Rep.",0.0007,-0.0085,38.19,-456.84
Lebanon,Netherlands,0.0006,0.0006,34.51,34.51
Lebanon,Belgium,0.0006,0.0006,32.61,32.61
Lebanon,Cyprus,0.0006,0.0006,30.16,30.16
Lebanon,Spain,0.0005,0.0005,28.45,28.45
Lebanon,West Bank and Gaza,0.0005,-0.0045,27.86,-239.20
Lebanon,Greece,0.0005,0.0005,25.06,25.06
Lebanon,Bahrain,0.0004,0.0004,21.96,21.96
Lebanon,Algeria,0.0004,0.0004,20.83,20.83
Lebanon,Gabon,0.0004,0.0004,20.53,20.53
Lebanon,Norway,0.0003,0.0003,18.60,18.60
Lebanon,Austria,0.0003,0.0003,17.90,17.90
Lebanon,Turkey,0.0003,0.0003,15.07,14.97
Lebanon,Romania,0.0003,0.0003,14.28,14.28
Lebanon,Jordan,0.0003,0.0002,13.42,10.75
Lebanon,Iraq,0.0002,-0.0010,10.58,-51.22
Lebanon,Mexico,0.0002,0.0002,9.71,9.71
Lebanon,Colombia,0.0002,0.0002,9.58,9.58
Lebanon,Ghana,0.0002,0.0002,9.57,9.57
Lebanon,Armenia,0.0002,0.0002,8.76,8.76
Lebanon,Russian Federation,0.0002,0.0002,8.38,8.24
Lebanon,Dominican Republic,0.0002,0.0002,8.38,8.38
Lebanon,Argentina,0.0002,0.0002,8.19,8.19
Lebanon,Liberia,0.0001,0.0001,7.64,7.64
Lebanon,"Congo, Rep.",0.0001,0.0001,7.26,7.26
Lebanon,Ukraine,0.0001,0.0001,7.22,7.05
Lebanon,Senegal,0.0001,0.0001,7.12,7.12
Lebanon,Sierra Leone,0.0001,0.0001,6.83,6.83
Lebanon,Czech Republic,0.0001,0.0001,5.98,5.98
Lebanon,Togo,0.0001,0.0001,5.95,5.95
Lebanon,Morocco,0.0001,0.0001,5.74,5.35
Lebanon,South Africa,0.0001,0.0001,5.72,5.72
Lebanon,Bulgaria,0.0001,0.0001,5.70,5.70
Lebanon,Central African Republic,0.0001,0.0001,5.62,5.62
Lebanon,Finland,0.0001,0.0001,5.59,5.59
Lebanon,Ecuador,0.0001,0.0001,5.41,5.41
Lebanon,Paraguay,0.0001,0.0001,4.82,4.82
Lebanon,Guinea,0.0001,0.0001,4.54,4.54
Lebanon,Panama,0.0001,0.0001,4.00,4.00
Lebanon,Poland,0.0001,0.0001,3.75,3.75
Lebanon,China,0.0001,-0.0003,3.41,-13.57
Lebanon,Hungary,0.0001,0.0000,3.39,1.93
Lebanon,Sint Maarten (Dutch part),0.0001,0.0001,2.93,2.93
Lebanon,Ireland,0.0001,0.0001,2.74,2.74
Lebanon,Monaco,0.0000,0.0000,2.40,2.40
Lebanon,Curacao,0.0000,0.0000,2.27,2.27
Lebanon,Chile,0.0000,0.0000,2.27,2.27
Lebanon,Mauritania,0.0000,0.0000,2.15,2.15
Lebanon,Uruguay,0.0000,0.0000,1.20,1.20
Lebanon,Philippines,0.0000,-0.0001,1.13,-4.27
Lebanon,Costa Rica,0.0000,0.0000,1.04,1.04
Lebanon,Kenya,0.0000,0.0000,0.92,0.92
Lebanon,Lithuania,0.0000,0.0000,0.82,0.82
Lebanon,Malta,0.0000,0.0000,0.71,0.71
Lebanon,Portugal,0.0000,0.0000,0.70,0.70
Lebanon,Peru,0.0000,0.0000,0.69,0.69
Lebanon,Slovak Republic,0.0000,0.0000,0.61,0.61
Lebanon,Cuba,0.0000,0.0000,0.51,0.51
Lebanon,Antigua and Barbuda,0.0000,0.0000,0.50,0.50
Lebanon,Belize,0.0000,0.0000,0.49,0.49
Lebanon,Latvia,0.0000,0.0000,0.41,0.41
Lebanon,Luxembourg,0.0000,0.0000,0.40,0.40
Lebanon,Slovenia,0.0000,0.0000,0.37,0.37
Lebanon,Aruba,0.0000,0.0000,0.36,0.36
Lebanon,Iceland,0.0000,0.0000,0.33,0.33
Lebanon,Dominica,0.0000,0.0000,0.26,0.26
Lebanon,Bolivia,0.0000,0.0000,0.22,0.22
Lebanon,Puerto Rico,0.0000,0.0000,0.22,0.22
Lebanon,Guatemala,0.0000,0.0000,0.20,0.20
Lebanon,Maldives,0.0000,0.0000,0.12,0.12
Lebanon,St. Lucia,0.0000,0.0000,0.08,0.08
Lebanon,Estonia,0.0000,0.0000,0.08,0.08
Lebanon,El Salvador,0.0000,0.0000,0.08,0.08
Lebanon,Honduras,0.0000,0.0000,0.06,0.06
Lebanon,Bermuda,0.0000,0.0000,0.05,0.05
Lebanon,Nicaragua,0.0000,0.0000,0.04,0.04
Lebanon,Seychelles,0.0000,0.0000,0.03,0.03
Lebanon,"Bahamas, The",0.0000,0.0000,0.03,0.03
Lebanon,St. Kitts and Nevis,0.0000,0.0000,0.02,0.02
"Gambia, The",WORLD,0.1448,-0.0479,215.65,-71.29
"Gambia, The",Spain,0.0405,0.0405,60.28,60.28
"Gambia, The",United Kingdom,0.0243,0.0243,36.15,36.15
"Gambia, The",United States,0.0226,0.0226,33.67,33.67
"Gambia, The",Sweden,0.0114,0.0114,16.99,16.99
"Gambia, The",Germany,0.0087,0.0087,12.92,12.92
"Gambia, The",Nigeria,0.0069,0.0069,10.24,10.24
"Gambia, The",France,0.0042,0.0042,6.19,6.19
"Gambia, The",Senegal,0.0037,-0.1736,5.49,-258.61
"Gambia, The",Norway,0.0032,0.0032,4.82,4.82
"Gambia, The",Italy,0.0022,0.0022,3.32,3.32
"Gambia, The",Sierra Leone,0.0021,0.0020,3.12,2.93
"Gambia, The",Switzerland,0.0021,0.0021,3.06,3.06
"Gambia, The",Netherlands,0.0017,0.0017,2.49,2.49
"Gambia, The",Denmark,0.0016,0.0016,2.41,2.41
"Gambia, The",Austria,0.0016,0.0016,2.31,2.31
"Gambia, The",Ghana,0.0014,0.0014,2.05,2.05
"Gambia, The",Finland,0.0013,0.0013,1.97,1.97
"Gambia, The",Canada,0.0013,0.0013,1.88,1.88
"Gambia, The",Guinea-Bissau,0.0012,-0.0035,1.78,-5.24
"Gambia, The",Liberia,0.0006,0.0006,0.94,0.94
"Gambia, The",Mali,0.0006,-0.0072,0.87,-10.75
"Gambia, The",Australia,0.0004,0.0004,0.66,0.66
"Gambia, The",Guinea,0.0004,-0.0023,0.65,-3.37
"Gambia, The",Portugal,0.0002,0.0002,0.35,0.35
"Gambia, The",Ireland,0.0002,0.0002,0.32,0.32
"Gambia, The",Greece,0.0001,0.0001,0.14,0.14
"Gambia, The",Ecuador,0.0001,0.0001,0.10,0.10
"Gambia, The",Czech Republic,0.0000,0.0000,0.06,0.06
"Gambia, The",Slovenia,0.0000,0.0000,0.06,0.06
"Gambia, The",Turkey,0.0000,0.0000,0.06,0.06
"Gambia, The",Kenya,0.0000,0.0000,0.04,0.04
"Gambia, The",Iceland,0.0000,0.0000,0.04,0.04
"Gambia, The",Hungary,0.0000,0.0000,0.03,0.03
"Gambia, The","Egypt, Arab Rep.",0.0000,0.0000,0.03,0.03
"Gambia, The",Russian Federation,0.0000,0.0000,0.03,0.03
"Gambia, The",Bulgaria,0.0000,0.0000,0.03,0.03
"Gambia, The",Poland,0.0000,0.0000,0.02,0.02
"Gambia, The",Bermuda,0.0000,0.0000,0.01,0.01
"Gambia, The",Cabo Verde,0.0000,0.0000,0.01,0.01
"Gambia, The",Chile,0.0000,0.0000,0.01,0.01
"Gambia, The",Romania,0.0000,0.0000,0.01,0.01
"Gambia, The",Argentina,0.0000,0.0000,0.00,0.00
"Gambia, The",Peru,0.0000,0.0000,0.00,0.00
"Gambia, The",Malta,0.0000,0.0000,0.00,0.00
"Gambia, The",Aruba,0.0000,0.0000,0.00,0.00
"Gambia, The",Slovak Republic,0.0000,0.0000,0.00,0.00
"Gambia, The",Uruguay,0.0000,0.0000,0.00,0.00
"Gambia, The",Panama,0.0000,0.0000,0.00,0.00
"Gambia, The",Colombia,0.0000,0.0000,0.00,0.00
"Gambia, The",Jordan,0.0000,0.0000,0.00,0.00
"Gambia, The",Ukraine,0.0000,0.0000,0.00,0.00
Marshall Islands,WORLD,0.1442,0.1165,29.44,23.79
Marshall Islands,United States,0.1360,0.1318,27.76,26.90
Marshall Islands,Guam,0.0035,0.0035,0.71,0.71
Marshall Islands,"Micronesia, Fed. Sts.",0.0024,0.0019,0.48,0.39
Marshall Islands,Northern Mariana Islands,0.0006,0.0006,0.12,0.12
Marshall Islands,Australia,0.0006,0.0004,0.12,0.09
Marshall Islands,Palau,0.0005,0.0004,0.10,0.08
Marshall Islands,Philippines,0.0001,-0.0098,0.03,-2.00
Marshall Islands,Greece,0.0001,0.0001,0.02,0.02
Marshall Islands,Netherlands,0.0001,0.0001,0.01,0.01
Marshall Islands,Italy,0.0001,0.0001,0.01,0.01
Marshall Islands,Russian Federation,0.0001,0.0001,0.01,0.01
Marshall Islands,Norway,0.0000,0.0000,0.01,0.01
Marshall Islands,Switzerland,0.0000,0.0000,0.01,0.01
Marshall Islands,Czech Republic,0.0000,0.0000,0.01,0.01
Marshall Islands,Colombia,0.0000,0.0000,0.00,0.00
Marshall Islands,Peru,0.0000,0.0000,0.00,0.00
Marshall Islands,Vanuatu,0.0000,0.0000,0.00,0.00
Marshall Islands,Ireland,0.0000,0.0000,0.00,0.00
Marshall Islands,Sweden,0.0000,0.0000,0.00,0.00
Marshall Islands,Turkey,0.0000,0.0000,0.00,0.00
Marshall Islands,Bulgaria,0.0000,0.0000,0.00,0.00
Marshall Islands,Kenya,0.0000,0.0000,0.00,0.00
West Bank and Gaza,WORLD,0.1403,0.0771,2033.50,1118.01
West Bank and Gaza,Jordan,0.0646,0.0483,935.92,700.09
West Bank and Gaza,Saudi Arabia,0.0261,0.0247,379.09,357.68
West Bank and Gaza,Lebanon,0.0184,0.0165,267.05,239.20
